bus_id,route_id,timestamp,hour_of_day,day_of_week,minute_of_day,is_morning_rush,is_evening_rush,is_rush_hour,is_weekend,distance_to_next_stop_km,current_speed_kmh,speed_ratio,stop_sequence,scheduled_travel_time_min,bearing,route_id_encoded,delay_next_stop_minutes
BUS-014,ROUTE-3,2026-08-04T01:11:35Z,19.0,1.0,1151.0,0.0,1.0,1.0,0.0,3.76,8.3,0.332,8.0,10.9,230.7,3.0,21
BUS-002,CAMPUS-EXPRESS,2026-08-28T23:58:52Z,17.0,4.0,1078.0,0.0,1.0,1.0,0.0,3.73,11.0,0.44,7.0,9.2,262.3,5.0,18
BUS-008,CAMPUS-EXPRESS,2026-08-31T20:01:12Z,14.0,0.0,841.0,0.0,0.0,0.0,0.0,0.57,20.2,0.808,4.0,2.2,294.2,5.0,1
BUS-016,CAMPUS-EXPRESS,2026-08-28T00:45:20Z,18.0,4.0,1125.0,0.0,1.0,1.0,0.0,2.5,9.6,0.384,4.0,5.3,57.6,5.0,18
BUS-009,ROUTE-NORTH,2026-08-04T12:28:01Z,6.0,1.0,388.0,0.0,0.0,0.0,0.0,2.44,23.1,0.924,6.0,6.7,139.7,1.0,2
BUS-002,ROUTE-2,2026-08-31T13:20:54Z,7.0,0.0,440.0,1.0,0.0,1.0,0.0,1.31,21.2,0.848,6.0,3.3,56.8,2.0,6
BUS-006,ROUTE-NORTH,2026-08-20T14:46:48Z,8.0,3.0,526.0,1.0,0.0,1.0,0.0,2.52,12.1,0.484,2.0,7.7,65.7,1.0,9
BUS-019,ROUTE-NORTH,2026-08-12T19:06:28Z,13.0,2.0,786.0,0.0,0.0,0.0,0.0,0.79,32.8,1.312,4.0,2.0,51.2,1.0,2
BUS-005,ROUTE-3,2026-08-14T14:38:37Z,8.0,4.0,518.0,1.0,0.0,1.0,0.0,2.64,11.8,0.472,10.0,5.9,153.4,3.0,14
BUS-002,ROUTE-NORTH,2026-08-18T14:42:28Z,8.0,1.0,522.0,1.0,0.0,1.0,0.0,3.82,11.2,0.448,9.0,9.8,182.5,1.0,17
BUS-006,CAMPUS-EXPRESS,2026-08-29T16:33:55Z,10.0,5.0,633.0,1.0,0.0,1.0,1.0,1.72,35.3,1.412,8.0,6.3,86.8,5.0,-1
BUS-005,ROUTE-NORTH,2026-08-31T13:02:42Z,7.0,0.0,422.0,1.0,0.0,1.0,0.0,0.14,6.9,0.276,5.0,2.0,279.3,1.0,7
BUS-018,ROUTE-3,2026-08-12T22:47:10Z,16.0,2.0,1007.0,0.0,0.0,0.0,0.0,1.85,16.0,0.64,1.0,6.1,260.3,3.0,3
BUS-016,ROUTE-1,2026-08-03T13:28:33Z,7.0,0.0,448.0,1.0,0.0,1.0,0.0,0.95,8.3,0.332,9.0,3.0,98.5,1.0,8
BUS-014,ROUTE-1,2026-08-02T20:56:15Z,14.0,6.0,896.0,0.0,0.0,0.0,1.0,3.88,23.0,0.92,10.0,11.1,5.7,1.0,2
BUS-016,CAMPUS-EXPRESS,2026-08-09T17:42:06Z,11.0,6.0,702.0,0.0,0.0,0.0,1.0,0.12,41.7,1.668,2.0,2.0,165.4,5.0,-4
BUS-009,ROUTE-NORTH,2026-08-13T23:38:07Z,17.0,3.0,1058.0,0.0,1.0,1.0,0.0,2.32,12.7,0.508,7.0,6.9,137.5,1.0,10
BUS-018,ROUTE-1,2026-08-13T12:24:56Z,6.0,3.0,384.0,0.0,0.0,0.0,0.0,1.46,29.9,1.196,7.0,2.7,210.4,1.0,6
BUS-009,ROUTE-3,2026-08-12T21:18:39Z,15.0,2.0,918.0,0.0,0.0,0.0,0.0,0.72,15.8,0.632,4.0,2.0,19.1,3.0,2
BUS-016,ROUTE-NORTH,2026-08-05T18:34:08Z,12.0,2.0,754.0,0.0,0.0,0.0,0.0,3.76,23.6,0.944,9.0,9.5,9.8,1.0,3
BUS-013,ROUTE-3,2026-08-19T22:31:10Z,16.0,2.0,991.0,0.0,0.0,0.0,0.0,1.6,29.9,1.196,4.0,3.9,99.7,3.0,-1
BUS-012,ROUTE-NORTH,2026-08-24T15:26:45Z,9.0,0.0,566.0,1.0,0.0,1.0,0.0,2.21,12.3,0.492,8.0,5.8,112.8,1.0,8
BUS-016,ROUTE-3,2026-08-04T13:18:53Z,7.0,1.0,438.0,1.0,0.0,1.0,0.0,3.53,12.6,0.504,9.0,8.4,76.9,3.0,15
BUS-017,ROUTE-SOUTH,2026-09-01T04:58:43Z,22.0,1.0,1378.0,0.0,0.0,0.0,0.0,2.19,24.9,0.996,8.0,7.4,189.4,2.0,4
BUS-019,ROUTE-NORTH,2026-08-27T14:22:41Z,8.0,3.0,502.0,1.0,0.0,1.0,0.0,0.69,9.6,0.384,5.0,2.3,319.5,1.0,9
BUS-004,CAMPUS-EXPRESS,2026-08-12T21:00:19Z,15.0,2.0,900.0,0.0,0.0,0.0,0.0,1.04,26.8,1.072,4.0,3.2,233.6,5.0,3
BUS-010,ROUTE-2,2026-08-22T21:00:04Z,15.0,5.0,900.0,0.0,0.0,0.0,1.0,0.35,37.0,1.48,10.0,2.0,104.2,2.0,1
BUS-003,ROUTE-3,2026-08-22T00:55:18Z,18.0,5.0,1135.0,0.0,1.0,1.0,1.0,1.3,26.7,1.068,10.0,2.7,352.9,3.0,5
BUS-017,ROUTE-NORTH,2026-08-01T20:45:53Z,14.0,5.0,885.0,0.0,0.0,0.0,1.0,1.62,27.4,1.096,7.0,4.2,285.3,1.0,0
BUS-018,ROUTE-1,2026-08-03T14:45:35Z,8.0,0.0,525.0,1.0,0.0,1.0,0.0,2.31,17.0,0.68,9.0,5.6,333.6,1.0,10
BUS-018,ROUTE-1,2026-08-14T22:06:13Z,16.0,4.0,966.0,0.0,0.0,0.0,0.0,0.54,25.3,1.012,1.0,2.0,89.2,1.0,0
BUS-014,ROUTE-2,2026-08-13T21:52:19Z,15.0,3.0,952.0,0.0,0.0,0.0,0.0,4.39,26.4,1.056,10.0,12.4,269.0,2.0,5
BUS-001,ROUTE-1,2026-08-28T16:06:31Z,10.0,4.0,606.0,1.0,0.0,1.0,0.0,4.07,13.9,0.556,10.0,11.0,51.2,1.0,13
BUS-003,ROUTE-NORTH,2026-08-15T14:44:58Z,8.0,5.0,524.0,1.0,0.0,1.0,1.0,0.28,31.7,1.268,7.0,2.0,240.9,1.0,0
BUS-018,CAMPUS-EXPRESS,2026-08-31T17:53:42Z,11.0,0.0,713.0,0.0,0.0,0.0,0.0,3.02,13.0,0.52,6.0,7.4,70.1,5.0,6
BUS-013,ROUTE-NORTH,2026-08-23T16:59:52Z,10.0,6.0,659.0,1.0,0.0,1.0,1.0,2.31,32.2,1.288,8.0,7.5,172.5,1.0,2
BUS-009,ROUTE-2,2026-08-29T03:11:05Z,21.0,5.0,1271.0,0.0,0.0,0.0,1.0,1.29,38.7,1.548,1.0,4.0,91.4,2.0,-3
BUS-018,ROUTE-NORTH,2026-08-30T22:53:13Z,16.0,6.0,1013.0,0.0,0.0,0.0,1.0,2.83,38.6,1.544,8.0,7.4,308.8,1.0,0
BUS-006,CAMPUS-EXPRESS,2026-08-31T14:33:43Z,8.0,0.0,513.0,1.0,0.0,1.0,0.0,0.61,14.0,0.56,6.0,2.0,199.0,5.0,3
BUS-019,CAMPUS-EXPRESS,2026-08-17T21:24:33Z,15.0,0.0,924.0,0.0,0.0,0.0,0.0,1.55,24.9,0.996,3.0,4.9,260.2,5.0,3
BUS-007,CAMPUS-EXPRESS,2026-08-07T14:19:43Z,8.0,4.0,499.0,1.0,0.0,1.0,0.0,0.29,17.4,0.696,9.0,2.0,118.7,5.0,6
BUS-004,ROUTE-2,2026-08-22T14:36:26Z,8.0,5.0,516.0,1.0,0.0,1.0,1.0,1.86,25.6,1.024,8.0,5.7,329.1,2.0,2
BUS-009,ROUTE-1,2026-08-12T13:56:56Z,7.0,2.0,476.0,1.0,0.0,1.0,0.0,1.22,7.3,0.292,3.0,3.5,202.6,1.0,12
BUS-006,ROUTE-1,2026-08-20T22:02:58Z,16.0,3.0,962.0,0.0,0.0,0.0,0.0,0.6,19.6,0.784,10.0,2.7,147.5,1.0,3
BUS-019,ROUTE-1,2026-08-15T22:24:40Z,16.0,5.0,984.0,0.0,0.0,0.0,1.0,1.07,34.4,1.376,10.0,4.3,94.0,1.0,-3
BUS-010,ROUTE-SOUTH,2026-08-02T19:03:34Z,13.0,6.0,783.0,0.0,0.0,0.0,1.0,3.38,29.8,1.192,7.0,8.8,104.4,2.0,-3
BUS-001,ROUTE-3,2026-08-28T20:09:46Z,14.0,4.0,849.0,0.0,0.0,0.0,0.0,0.17,20.1,0.804,8.0,2.0,265.2,3.0,-1
BUS-004,ROUTE-SOUTH,2026-08-27T21:29:17Z,15.0,3.0,929.0,0.0,0.0,0.0,0.0,4.01,15.2,0.608,1.0,9.1,71.7,2.0,11
BUS-011,CAMPUS-EXPRESS,2026-08-10T16:06:44Z,10.0,0.0,606.0,1.0,0.0,1.0,0.0,0.82,11.6,0.464,2.0,2.7,292.6,5.0,3
BUS-009,ROUTE-SOUTH,2026-08-05T18:07:15Z,12.0,2.0,727.0,0.0,0.0,0.0,0.0,1.25,22.7,0.908,10.0,2.5,266.4,2.0,5
BUS-004,ROUTE-3,2026-08-27T16:32:49Z,10.0,3.0,632.0,1.0,0.0,1.0,0.0,2.61,5.9,0.236,10.0,7.4,31.5,3.0,24
BUS-011,ROUTE-2,2026-08-15T12:51:17Z,6.0,5.0,411.0,0.0,0.0,0.0,1.0,2.36,31.7,1.268,3.0,7.2,178.0,2.0,-4
BUS-013,ROUTE-SOUTH,2026-08-16T19:48:25Z,13.0,6.0,828.0,0.0,0.0,0.0,1.0,0.92,31.9,1.276,5.0,2.0,263.0,2.0,3
BUS-018,ROUTE-3,2026-08-22T23:27:40Z,17.0,5.0,1047.0,0.0,1.0,1.0,1.0,2.73,28.1,1.124,5.0,8.6,87.1,3.0,0
BUS-005,ROUTE-3,2026-08-09T23:25:45Z,17.0,6.0,1045.0,0.0,1.0,1.0,1.0,2.49,32.1,1.284,6.0,5.8,98.2,3.0,0
BUS-012,CAMPUS-EXPRESS,2026-08-16T15:15:02Z,9.0,6.0,555.0,1.0,0.0,1.0,1.0,0.61,38.5,1.54,9.0,3.2,186.1,5.0,-2
BUS-013,ROUTE-NORTH,2026-08-12T21:11:18Z,15.0,2.0,911.0,0.0,0.0,0.0,0.0,0.67,20.5,0.82,5.0,2.0,24.5,1.0,3
BUS-006,CAMPUS-EXPRESS,2026-08-22T13:27:29Z,7.0,5.0,447.0,1.0,0.0,1.0,1.0,4.39,33.1,1.324,3.0,11.8,312.8,5.0,-3
BUS-019,CAMPUS-EXPRESS,2026-08-26T23:57:05Z,17.0,2.0,1077.0,0.0,1.0,1.0,0.0,2.67,18.4,0.736,9.0,8.4,134.4,5.0,8
BUS-020,ROUTE-2,2026-08-06T20:18:20Z,14.0,3.0,858.0,0.0,0.0,0.0,0.0,1.58,22.3,0.892,9.0,3.9,236.3,2.0,3
BUS-002,ROUTE-SOUTH,2026-08-27T14:52:10Z,8.0,3.0,532.0,1.0,0.0,1.0,0.0,1.54,12.9,0.516,3.0,2.9,237.4,2.0,11
BUS-014,ROUTE-NORTH,2026-08-15T21:47:49Z,15.0,5.0,947.0,0.0,0.0,0.0,1.0,3.77,37.7,1.508,5.0,11.0,85.3,1.0,-5
BUS-009,CAMPUS-EXPRESS,2026-08-17T22:42:10Z,16.0,0.0,1002.0,0.0,0.0,0.0,0.0,1.31,33.0,1.32,3.0,2.4,155.3,5.0,2
BUS-009,ROUTE-2,2026-08-22T20:04:19Z,14.0,5.0,844.0,0.0,0.0,0.0,1.0,4.27,32.0,1.28,10.0,12.0,282.7,2.0,0
BUS-018,ROUTE-3,2026-08-04T12:10:31Z,6.0,1.0,370.0,0.0,0.0,0.0,0.0,4.35,17.8,0.712,10.0,12.1,116.4,3.0,5
BUS-016,ROUTE-3,2026-08-08T14:34:06Z,8.0,5.0,514.0,1.0,0.0,1.0,1.0,4.08,36.0,1.44,10.0,10.9,12.1,3.0,-4
BUS-008,ROUTE-1,2026-08-13T21:47:33Z,15.0,3.0,947.0,0.0,0.0,0.0,0.0,1.88,19.0,0.76,6.0,3.8,160.9,1.0,5
BUS-018,ROUTE-1,2026-08-11T15:01:50Z,9.0,1.0,541.0,1.0,0.0,1.0,0.0,4.49,9.4,0.376,7.0,12.5,92.8,1.0,22
BUS-018,ROUTE-1,2026-08-06T21:24:06Z,15.0,3.0,924.0,0.0,0.0,0.0,0.0,1.26,13.3,0.532,10.0,4.5,47.9,1.0,6
BUS-015,ROUTE-3,2026-08-02T15:29:15Z,9.0,6.0,569.0,1.0,0.0,1.0,1.0,2.11,32.6,1.304,9.0,6.0,83.1,3.0,0
BUS-011,ROUTE-SOUTH,2026-08-15T15:15:01Z,9.0,5.0,555.0,1.0,0.0,1.0,1.0,4.48,41.5,1.66,10.0,11.4,182.5,2.0,0
BUS-008,ROUTE-2,2026-08-15T00:06:10Z,18.0,5.0,1086.0,0.0,1.0,1.0,1.0,1.17,37.8,1.512,1.0,3.7,105.0,2.0,-3
BUS-011,ROUTE-1,2026-08-12T23:28:28Z,17.0,2.0,1048.0,0.0,1.0,1.0,0.0,0.92,11.7,0.468,10.0,3.4,206.5,1.0,8
BUS-006,ROUTE-3,2026-08-23T15:36:53Z,9.0,6.0,576.0,1.0,0.0,1.0,1.0,4.12,41.0,1.64,5.0,11.7,247.8,3.0,-5
BUS-017,ROUTE-SOUTH,2026-08-10T21:17:11Z,15.0,0.0,917.0,0.0,0.0,0.0,0.0,0.24,19.8,0.792,2.0,2.3,303.3,2.0,0
BUS-004,ROUTE-NORTH,2026-08-29T20:21:52Z,14.0,5.0,861.0,0.0,0.0,0.0,1.0,3.75,34.6,1.384,4.0,9.3,266.4,1.0,-3
BUS-002,CAMPUS-EXPRESS,2026-08-28T01:52:43Z,19.0,4.0,1192.0,0.0,1.0,1.0,0.0,3.25,15.0,0.6,4.0,7.5,205.1,5.0,12
BUS-016,ROUTE-3,2026-08-07T13:25:46Z,7.0,4.0,445.0,1.0,0.0,1.0,0.0,2.32,10.0,0.4,7.0,5.1,300.5,3.0,14
BUS-005,ROUTE-NORTH,2026-08-12T00:25:00Z,18.0,2.0,1105.0,0.0,1.0,1.0,0.0,3.14,16.1,0.644,9.0,9.2,216.4,1.0,9
BUS-007,ROUTE-SOUTH,2026-08-26T13:40:08Z,7.0,2.0,460.0,1.0,0.0,1.0,0.0,0.88,16.6,0.664,8.0,4.2,237.8,2.0,5
BUS-003,ROUTE-SOUTH,2026-08-29T19:13:13Z,13.0,5.0,793.0,0.0,0.0,0.0,1.0,3.99,35.9,1.436,2.0,9.1,255.6,2.0,-1
BUS-001,ROUTE-1,2026-08-23T18:24:43Z,12.0,6.0,744.0,0.0,0.0,0.0,1.0,1.07,30.1,1.204,6.0,3.1,321.4,1.0,1
BUS-003,ROUTE-NORTH,2026-08-10T17:58:07Z,11.0,0.0,718.0,0.0,0.0,0.0,0.0,0.89,17.5,0.7,1.0,2.8,75.2,1.0,1
BUS-006,ROUTE-1,2026-08-13T19:55:19Z,13.0,3.0,835.0,0.0,0.0,0.0,0.0,2.6,17.1,0.684,7.0,8.1,324.0,1.0,3
BUS-016,ROUTE-SOUTH,2026-08-23T20:18:31Z,14.0,6.0,858.0,0.0,0.0,0.0,1.0,1.46,36.4,1.456,2.0,3.5,77.5,2.0,-1
BUS-007,ROUTE-SOUTH,2026-08-26T17:30:47Z,11.0,2.0,690.0,0.0,0.0,0.0,0.0,1.83,25.7,1.028,5.0,6.1,212.4,2.0,1
BUS-017,ROUTE-3,2026-08-09T16:56:11Z,10.0,6.0,656.0,1.0,0.0,1.0,1.0,0.13,31.7,1.268,4.0,2.0,191.9,3.0,-1
BUS-020,ROUTE-2,2026-08-09T23:49:59Z,17.0,6.0,1069.0,0.0,1.0,1.0,1.0,0.84,29.0,1.16,5.0,2.0,189.3,2.0,0
BUS-004,ROUTE-3,2026-08-15T19:05:51Z,13.0,5.0,785.0,0.0,0.0,0.0,1.0,1.83,30.4,1.216,9.0,6.3,107.5,3.0,1
BUS-008,ROUTE-NORTH,2026-08-16T20:47:21Z,14.0,6.0,887.0,0.0,0.0,0.0,1.0,0.59,32.6,1.304,1.0,2.6,239.1,1.0,-2
BUS-001,ROUTE-3,2026-08-20T13:35:41Z,7.0,3.0,455.0,1.0,0.0,1.0,0.0,3.07,12.8,0.512,3.0,9.4,26.7,3.0,10
BUS-020,ROUTE-NORTH,2026-08-06T13:02:40Z,7.0,3.0,422.0,1.0,0.0,1.0,0.0,3.35,15.3,0.612,2.0,8.6,120.8,1.0,9
BUS-001,ROUTE-2,2026-08-18T20:59:51Z,14.0,1.0,899.0,0.0,0.0,0.0,0.0,3.12,24.8,0.992,3.0,7.8,218.6,2.0,2
BUS-016,ROUTE-2,2026-08-27T23:27:04Z,17.0,3.0,1047.0,0.0,1.0,1.0,0.0,0.16,11.8,0.472,10.0,2.0,250.3,2.0,7
BUS-007,ROUTE-3,2026-08-14T14:38:13Z,8.0,4.0,518.0,1.0,0.0,1.0,0.0,1.83,12.0,0.48,6.0,5.5,81.8,3.0,11
BUS-004,ROUTE-3,2026-08-13T19:04:38Z,13.0,3.0,784.0,0.0,0.0,0.0,0.0,2.53,25.6,1.024,6.0,5.4,181.0,3.0,3
BUS-004,CAMPUS-EXPRESS,2026-08-29T13:18:37Z,7.0,5.0,438.0,1.0,0.0,1.0,1.0,4.22,26.3,1.052,9.0,11.1,61.0,5.0,-1
BUS-001,ROUTE-SOUTH,2026-08-22T22:11:07Z,16.0,5.0,971.0,0.0,0.0,0.0,1.0,0.22,30.8,1.232,9.0,2.0,336.8,2.0,1
BUS-007,ROUTE-NORTH,2026-08-18T15:31:50Z,9.0,1.0,571.0,1.0,0.0,1.0,0.0,4.0,8.8,0.352,9.0,9.3,115.7,1.0,22
BUS-004,ROUTE-SOUTH,2026-08-24T23:15:00Z,17.0,0.0,1035.0,0.0,1.0,1.0,0.0,0.26,3.7,0.148,1.0,2.0,50.0,2.0,6
BUS-010,CAMPUS-EXPRESS,2026-08-07T21:23:11Z,15.0,4.0,923.0,0.0,0.0,0.0,0.0,1.82,26.0,1.04,1.0,3.7,221.4,5.0,1
BUS-010,ROUTE-NORTH,2026-08-14T14:30:21Z,8.0,4.0,510.0,1.0,0.0,1.0,0.0,0.14,19.0,0.76,7.0,2.0,155.6,1.0,6
BUS-005,ROUTE-NORTH,2026-08-23T14:47:54Z,8.0,6.0,527.0,1.0,0.0,1.0,1.0,4.45,30.1,1.204,10.0,11.6,352.0,1.0,0
BUS-003,ROUTE-2,2026-08-05T16:37:04Z,10.0,2.0,637.0,1.0,0.0,1.0,0.0,2.35,12.9,0.516,10.0,7.5,271.3,2.0,9
BUS-016,ROUTE-2,2026-08-17T14:03:30Z,8.0,0.0,483.0,1.0,0.0,1.0,0.0,0.57,10.6,0.424,8.0,2.0,212.5,2.0,8
BUS-015,ROUTE-3,2026-08-22T22:05:46Z,16.0,5.0,965.0,0.0,0.0,0.0,1.0,1.82,31.3,1.252,6.0,6.3,223.3,3.0,-2
BUS-018,ROUTE-3,2026-08-03T21:03:05Z,15.0,0.0,903.0,0.0,0.0,0.0,0.0,0.55,26.9,1.076,2.0,2.3,42.4,3.0,-1
BUS-006,ROUTE-SOUTH,2026-08-05T00:33:55Z,18.0,2.0,1113.0,0.0,1.0,1.0,0.0,0.37,15.7,0.628,2.0,2.0,42.2,2.0,4
BUS-004,ROUTE-2,2026-08-22T21:41:46Z,15.0,5.0,941.0,0.0,0.0,0.0,1.0,1.3,36.8,1.472,1.0,3.0,283.3,2.0,0
BUS-003,CAMPUS-EXPRESS,2026-08-23T23:08:12Z,17.0,6.0,1028.0,0.0,1.0,1.0,1.0,1.36,33.2,1.328,9.0,3.4,158.6,5.0,2
BUS-017,CAMPUS-EXPRESS,2026-08-08T23:52:07Z,17.0,5.0,1072.0,0.0,1.0,1.0,1.0,3.44,28.4,1.136,10.0,9.6,253.2,5.0,1
BUS-018,ROUTE-3,2026-08-20T23:35:21Z,17.0,3.0,1055.0,0.0,1.0,1.0,0.0,1.04,9.2,0.368,6.0,3.1,9.8,3.0,9
BUS-005,ROUTE-3,2026-08-19T14:24:06Z,8.0,2.0,504.0,1.0,0.0,1.0,0.0,2.17,9.2,0.368,3.0,5.7,76.0,3.0,15
BUS-009,ROUTE-1,2026-08-25T18:26:52Z,12.0,1.0,746.0,0.0,0.0,0.0,0.0,0.59,33.8,1.352,8.0,2.7,306.9,1.0,2
BUS-003,ROUTE-1,2026-08-17T23:54:57Z,17.0,0.0,1074.0,0.0,1.0,1.0,0.0,1.99,12.1,0.484,2.0,6.9,51.7,1.0,8
BUS-001,ROUTE-3,2026-08-02T14:16:56Z,8.0,6.0,496.0,1.0,0.0,1.0,1.0,1.26,32.9,1.316,6.0,2.4,271.4,3.0,0
BUS-002,ROUTE-2,2026-08-02T14:25:40Z,8.0,6.0,505.0,1.0,0.0,1.0,1.0,2.75,24.9,0.996,1.0,6.7,294.3,2.0,-1
BUS-015,ROUTE-NORTH,2026-08-13T14:48:04Z,8.0,3.0,528.0,1.0,0.0,1.0,0.0,1.86,22.8,0.912,10.0,4.2,200.6,1.0,10
BUS-006,ROUTE-2,2026-08-09T12:22:47Z,6.0,6.0,382.0,0.0,0.0,0.0,1.0,2.64,42.4,1.696,6.0,8.5,7.5,2.0,-3
BUS-013,ROUTE-SOUTH,2026-08-12T21:06:55Z,15.0,2.0,906.0,0.0,0.0,0.0,0.0,0.63,21.9,0.876,7.0,2.0,62.4,2.0,6
BUS-011,ROUTE-1,2026-08-27T14:54:28Z,8.0,3.0,534.0,1.0,0.0,1.0,0.0,3.85,13.1,0.524,2.0,9.1,233.1,1.0,12
BUS-020,ROUTE-1,2026-08-22T00:52:31Z,18.0,5.0,1132.0,0.0,1.0,1.0,1.0,0.64,29.4,1.176,8.0,2.5,197.7,1.0,3
BUS-016,ROUTE-SOUTH,2026-08-29T17:53:04Z,11.0,5.0,713.0,0.0,0.0,0.0,1.0,2.3,28.2,1.128,9.0,6.6,157.0,2.0,1
BUS-002,CAMPUS-EXPRESS,2026-08-16T20:08:31Z,14.0,6.0,848.0,0.0,0.0,0.0,1.0,0.6,29.6,1.184,6.0,2.0,1.0,5.0,2
BUS-002,ROUTE-3,2026-08-27T14:09:05Z,8.0,3.0,489.0,1.0,0.0,1.0,0.0,2.38,8.7,0.348,1.0,7.2,249.5,3.0,8
BUS-001,ROUTE-1,2026-08-11T12:32:53Z,6.0,1.0,392.0,0.0,0.0,0.0,0.0,2.42,37.0,1.48,1.0,5.4,282.0,1.0,-2
BUS-020,CAMPUS-EXPRESS,2026-08-25T22:14:51Z,16.0,1.0,974.0,0.0,0.0,0.0,0.0,3.66,26.9,1.076,3.0,10.1,162.8,5.0,-2
BUS-010,ROUTE-SOUTH,2026-08-12T20:11:11Z,14.0,2.0,851.0,0.0,0.0,0.0,0.0,3.37,22.5,0.9,1.0,7.8,9.4,2.0,2
BUS-002,ROUTE-1,2026-08-14T15:12:45Z,9.0,4.0,552.0,1.0,0.0,1.0,0.0,0.99,9.4,0.376,5.0,2.9,104.8,1.0,9
BUS-009,ROUTE-3,2026-08-04T19:28:07Z,13.0,1.0,808.0,0.0,0.0,0.0,0.0,2.05,14.7,0.588,1.0,7.1,141.1,3.0,1
BUS-006,ROUTE-2,2026-08-07T18:05:31Z,12.0,4.0,725.0,0.0,0.0,0.0,0.0,3.71,22.1,0.884,10.0,8.8,274.9,2.0,5
BUS-017,ROUTE-3,2026-08-20T14:47:14Z,8.0,3.0,527.0,1.0,0.0,1.0,0.0,3.37,13.9,0.556,7.0,8.3,126.8,3.0,15
BUS-010,ROUTE-2,2026-08-08T14:49:55Z,8.0,5.0,529.0,1.0,0.0,1.0,1.0,2.32,42.5,1.7,5.0,7.3,343.2,2.0,-3
BUS-012,ROUTE-2,2026-08-22T23:31:00Z,17.0,5.0,1051.0,0.0,1.0,1.0,1.0,0.16,31.4,1.256,2.0,2.0,80.1,2.0,-1
BUS-018,ROUTE-3,2026-08-07T00:45:17Z,18.0,4.0,1125.0,0.0,1.0,1.0,0.0,3.95,14.9,0.596,3.0,9.6,188.3,3.0,10
BUS-007,ROUTE-NORTH,2026-08-26T13:58:54Z,7.0,2.0,478.0,1.0,0.0,1.0,0.0,0.32,14.9,0.596,3.0,2.0,156.6,1.0,5
BUS-010,ROUTE-1,2026-08-10T14:02:51Z,8.0,0.0,482.0,1.0,0.0,1.0,0.0,3.54,9.2,0.368,9.0,9.6,25.6,1.0,20
BUS-020,ROUTE-SOUTH,2026-08-18T15:01:01Z,9.0,1.0,541.0,1.0,0.0,1.0,0.0,4.27,11.8,0.472,2.0,11.0,33.3,2.0,17
BUS-001,ROUTE-2,2026-08-29T01:41:44Z,19.0,5.0,1181.0,0.0,1.0,1.0,1.0,3.74,38.6,1.544,9.0,8.9,186.8,2.0,0
BUS-004,ROUTE-1,2026-08-27T20:41:11Z,14.0,3.0,881.0,0.0,0.0,0.0,0.0,1.4,24.3,0.972,8.0,4.2,3.1,1.0,4
BUS-008,ROUTE-2,2026-08-26T00:15:13Z,18.0,2.0,1095.0,0.0,1.0,1.0,0.0,4.27,17.4,0.696,10.0,12.4,177.4,2.0,12
BUS-012,ROUTE-SOUTH,2026-08-14T21:10:43Z,15.0,4.0,910.0,0.0,0.0,0.0,0.0,0.2,25.1,1.004,2.0,2.0,307.2,2.0,1
BUS-017,ROUTE-1,2026-08-05T17:12:53Z,11.0,2.0,672.0,0.0,0.0,0.0,0.0,0.9,31.4,1.256,3.0,3.1,70.5,1.0,2
BUS-015,ROUTE-2,2026-08-15T15:57:16Z,9.0,5.0,597.0,1.0,0.0,1.0,1.0,4.11,27.1,1.084,1.0,9.8,146.2,2.0,0
BUS-019,CAMPUS-EXPRESS,2026-08-24T15:28:32Z,9.0,0.0,568.0,1.0,0.0,1.0,0.0,1.65,12.3,0.492,1.0,4.8,270.0,5.0,6
BUS-010,ROUTE-2,2026-08-16T15:39:37Z,9.0,6.0,579.0,1.0,0.0,1.0,1.0,4.18,34.5,1.38,5.0,11.0,206.1,2.0,-3
BUS-014,ROUTE-SOUTH,2026-08-27T14:41:34Z,8.0,3.0,521.0,1.0,0.0,1.0,0.0,4.16,10.1,0.404,8.0,10.9,337.9,2.0,17
BUS-007,ROUTE-SOUTH,2026-08-11T20:30:38Z,14.0,1.0,870.0,0.0,0.0,0.0,0.0,1.45,16.5,0.66,9.0,5.2,358.6,2.0,1
BUS-003,ROUTE-1,2026-08-09T14:42:50Z,8.0,6.0,522.0,1.0,0.0,1.0,1.0,3.96,30.1,1.204,4.0,10.5,82.9,1.0,-4
BUS-008,ROUTE-3,2026-08-18T02:10:17Z,20.0,1.0,1210.0,0.0,1.0,1.0,0.0,3.6,13.7,0.548,7.0,9.0,215.0,3.0,14
BUS-009,ROUTE-NORTH,2026-08-01T20:30:12Z,14.0,5.0,870.0,0.0,0.0,0.0,1.0,0.23,36.8,1.472,7.0,2.0,259.7,1.0,2
BUS-010,ROUTE-SOUTH,2026-08-24T16:23:45Z,10.0,0.0,623.0,1.0,0.0,1.0,0.0,1.53,6.0,0.24,5.0,3.6,144.7,2.0,19
BUS-003,ROUTE-2,2026-08-20T22:55:08Z,16.0,3.0,1015.0,0.0,0.0,0.0,0.0,0.74,29.8,1.192,7.0,2.5,67.2,2.0,2
BUS-013,ROUTE-NORTH,2026-08-09T20:52:16Z,14.0,6.0,892.0,0.0,0.0,0.0,1.0,2.72,23.7,0.948,5.0,7.8,280.0,1.0,2
BUS-012,CAMPUS-EXPRESS,2026-08-14T15:13:20Z,9.0,4.0,553.0,1.0,0.0,1.0,0.0,1.9,14.5,0.58,8.0,4.9,92.2,5.0,13
